id,delegation,salutation,name,title,affiliation
1,Afghanistan,H.E. Mr.,H.E. Mr. Schah-zaman Maiwandi,Director General,National Environmental Protection Agency
2,Afghanistan,Mr.,Mr. Idrees Malyar,"Deputy Head, National",National Environmental Protection Agency
3,Afghanistan,Mr.,Mr. Abdul Khalil Arman,UNFCCC National Focal Point,Ministry of Foreign Affairs
4,Afghanistan,Mr.,Mr. Ahmad Samim Hoshmand,NA,NA
5,Afghanistan,Mr.,Mr. Mohammad Shoaib Saboory,NA,NA
6,Afghanistan,Mr.,Mr. Rohullah Amin,NA,NA
7,Afghanistan,Mr.,Mr. M.Solaiman Bakhshi,NA,NA
8,Afghanistan,Mr.,Mr. Mohammad Monib Noori,NA,NA
9,Afghanistan,Ms.,Ms. Laila Ayan,UN Affairs Department,Ministry of Foreign Affairs
10,Afghanistan,Mr.,Mr. Mohammad Salim Salim,NA,NA
11,Afghanistan,Mr.,Mr. Roshaan Wolusmal,NA,NA
12,Afghanistan,Ms.,Ms. Silke Christina Ingrid,Wartmann,NA
13,Afghanistan,Mr.,Mr. Humayoon Rasaw,NA,NA
14,Afghanistan,Mr.,Mr. Mohammad Reza Qasemi,NA,NA
15,Afghanistan,Mr.,Mr. Ahmad Shekib Mostaghni,NA,NA
16,Albania,Ms.,Ms. Mirela Kamberi,"Team Leader, Projects Manager",United Nations Development Programme - Tirana
17,Albania,Mr.,Mr. Gazmend Barbullushi,Ambassador,"Embassy of Albania, Spain"
18,Algeria,H.E. Ms.,H.E. Ms. Fatma Zohra Zerouati,Minister,Ministry of Environment and Renewable Energies
19,Algeria,Mr.,Mr. Toufik Milat,Ambassador,Algerian Embassy in Madrid
20,Algeria,Mr.,Mr. Lazhar Soualem,Director,Algerian Embassy in Warsaw
21,Algeria,Mr.,Mr. Athmane Mehadji,General Direction of Multilateral,Ministry of Foreign Affairs
22,Algeria,Mr.,Mr. Tahar Melizi,General Manager,"Ministry of Interior, Land Management and Territorial Collectivities"
23,Algeria,Mr.,Mr. Abdelouahab Berretima,Director,"Ministry of Interior, Land Management and Territorial Collectivities"
24,Algeria,Mr.,Mr. Abdel Hamid Terghini,Ministry of Tourism,Ministry of Tourism
25,Algeria,Mr.,Mr. Ali Menguelati,Councelor,Algerian Embassy in Madrid
26,Algeria,Mr.,Mr. Mohammed Bakalem,National Economic and Social,National Economic and Social Council
27,Algeria,Mr.,Mr. Boubakeur Abbes,National Economic and Social,National Economic and Social Council
28,Algeria,Ms.,Ms. Hamida Merabet,Analysis and Synthesis Manager,National Economic and Social Council
29,Algeria,Ms.,Ms. Mehdya Taallah,Deputy-Director,Ministry of Public Works
30,Algeria,Ms.,Ms. Dallel Boudissa,Deputy Director,"Ministry of Interior, Land Management and Territorial Collectivities"
31,Algeria,Mr.,Mr. Abderrahmane Boukadoum,General Director,National Agency of Climate Change
32,Algeria,Ms.,Ms. Saida Laouar,"Deputy Director, Climate Change",Ministry of Environment
33,Algeria,Ms.,Ms. Nacera Amrani Bernaoui,Study and Synthesis Manager,Ministry of Water Resources
34,Algeria,Mr.,Mr. Redha Bourioua,Deputy Director of Construction’s,Ministry of Housing and Land
35,Algeria,Mr.,Mr. Hamza Merabet,Researcher,Ministry of Higher Education and Scientific Research Centre for Development of Renewable Energy
36,Algeria,Ms.,Ms. Terkia Hamana,First Secretary,Algerian Embassy in Madrid
37,Algeria,Ms.,Ms. Cylia Arrous,First Secretary,Algerian Embassy in Madrid
38,Algeria,Ms.,Ms. Wissam Toubal,In Charge of Phytogenitic,Ministry of Agriculture and Rural Development
39,Algeria,Mr.,Mr. Noureddine Yassaa,"Director, Centre for Development",Ministry of Higher Education and Scientific Research
40,Algeria,Mr.,Mr. Karim Ouamane,Director General,Ministry of Water Resources and Environment
41,Algeria,Mr.,Mr. Redouane Aouf,Ministry of Infrastructure and Transports,Air Algérie
42,Algeria,Ms.,Ms. Bouchra Ayouaz,In Charge of Communication,Ministry of Environment and Renewable Energies
43,Algeria,Mr.,Mr. Mohamed El Amine Boudis,Communication Officer,Ministry of Environment and Renewable Energies
44,Andorra,H.E. Mr.,H.E. Mr. Xavier Espot Zamora,Prime Minister,Govern d’Andorra
45,Andorra,H.E. Ms.,H.E. Ms. Silvia Calvó Armengol,Minister,Govern d’Andorra
46,Andorra,Mr.,Mr. Vicenç Mateu Zamora,Ambassador from Andorra to,Govern d’Andorra
47,Andorra,Mr.,Mr. Marc Rossell Soler,Secretary of State for Agriculture,Govern d’Andorra
48,Andorra,Mr.,Mr. Guillem Casal Font,Chief of Staff of the Head of Government,Govern d’Andorra
49,Andorra,Mr.,Mr. Carles Miquel Garcia,Director of the Energy and Climate,Govern d’Andorra
50,Andorra,Ms.,Ms. Iolanda Arauz Bringué,Second Secretary,Govern d’Andorra
51,Andorra,Ms.,Ms. Gemma Raduan Corrius,Second Secretary,Govern d’Andorra
52,Angola,S.E. Sra.,S.E. Sra. Paula Cristina Francisco,Minister,Angola Ministry of Environment
53,Angola,Mr.,Mr. Giza Gaspar Martins,Director,Angola Ministry of Environment
54,Angola,Ms.,Ms. Cecilia Silva Bernardo,Head of Vulnerabilities,Angola Ministry of Environment
55,Angola,Mr.,Mr. Jose Luis de Matos Agostinho,Angolan Ambassador to Spain,Angolan Ambassador to Spain
56,Angola,Mr.,Mr. Jorge Bengue Calumbo,Ministry of Transport,Ministry of Transport
57,Angola,Mr.,Mr. Mario Sergio Caposso,Secretary of State Consultant,Minister of Environment
58,Angola,Mr.,Mr. Luis Domingos Constantino,Minister of Environment,Minister of Environment
59,Angola,Ms.,Ms. Esperaça Maria e Francisco da,Costa,Universidade Agostinho Neto
60,Angola,Mr.,Mr. Abias Moma Huongo,Climate Change Consultant,Climate Change
61,Angola,Mr.,Mr. Arsenio Victorino Machado,Consultant,Minister of Environment
62,Angola,Mr.,Mr. Faustino Angelo Manuel,Ministerio da Agricultura,Ministerio da Agricultura
63,Angola,Ms.,Ms. Arlette Massala,Secretary of State Consultant,Angola Ministry of Environment
64,Angola,Mr.,Mr. Thiago de Araújo Mendes,NA,NA
65,Angola,Mr.,Mr. Benedito Jose Singa Moda,NA,NA
66,Angola,Mr.,Mr. Andre de Jesus Moda,Secretary of State of Agriculture,Agriculture
67,Angola,Sra.,Sra. Jandira Domingas Matias,Narciso,Angola Ministry of Environment
68,Angola,Mr.,Mr. Manuel Nazareth Neto,Ministry of Transport,Ministry of Transport
69,Angola,Mr.,Mr. Paulo Alexandre Agostinho de,Oliveira,Ministry of Transport
70,Angola,Mr.,Mr. Raju Pandit,NA,NA
71,Angola,Ms.,Ms. Caroline Dihl Prolo,NA,NA
72,Angola,Mr.,Mr. Gaspar Francisco dos Santos,Minister of Transport,Minister of Transport
73,Angola,Mr.,Mr. Amir Laurence Sokolowski,NA,NA
74,Angola,Ms.,Ms. Gabrielle Simone Ashton,Swaby,NA
75,Antigua and Barbuda,H.E. Mr.,H.E. Mr. Molywn Joseph,Minister,Government of Antigua and Barbuda
76,Antigua and Barbuda,H.E. Mr.,H.E. Mr. Morgonson Joseph,Honorable Minister,"Ministry of Health, Wellness and the Environment"
77,Antigua and Barbuda,H.E. Ms.,H.E. Ms. Diann Black-Layne,Ambassador for Climate Change,"Ministry of Agriculture, Lands, Housing and the Environment"
78,Antigua and Barbuda,Mr.,Mr. Tumasie Coastain Blair,Counselor,Ministry of Foreign Affairs
79,Antigua and Barbuda,Mr.,Mr. Michai Robertson,Legal Consultant,Government of Antigua and Barbuda
80,Antigua and Barbuda,Ms.,Ms. Rashauna Lorielle Adams,Project Consultant,"Ministry of Health, Wellness and the Environment"
81,Antigua and Barbuda,Ms.,Ms. Joana Teresa Gomes,Project Development Officer,"Ministry of Health, Wellness and the Environment"
82,Antigua and Barbuda,Ms.,Ms. Genevieve Renaud-Byrne,Project Coordinator,"Ministry of Health, Wellness and the Environment"
83,Antigua and Barbuda,Mr.,Mr. Arry Simon,Climate Assessment and Information Officer,Government of Antigua and Barbuda
84,Antigua and Barbuda,Mr.,Mr. Martin Barriteau,Department of the Environment,Department of the Environment
85,Antigua and Barbuda,Ms.,Ms. Frances Mary Fuller,Department of the Environment,Department of the Environment
86,Antigua and Barbuda,Ms.,Ms. Gail Cecilia Imhoff-Gordon,Ministry of Finance and Corporate,Ministry of Finance and Corporate Governance
87,Antigua and Barbuda,Ms.,Ms. Nadia Shantil Spencer-Henry,Ministry of Finance and Corporate,Ministry of Finance and Corporate Governance
88,Argentina,Sr.,Sr. Mauricio Macri,Presidente,Presidencia de la Nación
89,Argentina,Sr.,Sr. Luis Miguel Etchevehere,"Ministro de Agricultura, Ganadería",Presidencia de la Nación
90,Argentina,Sr.,Sr. Juan Cabandié,Minister,Ministerio de Ambiente
91,Argentina,Sr.,Sr. Sergio Alejandro Bergman,Government Secretary of Environment and Sustainable,Secretaría de Gobierno de Ambiente y Desarrollo Sustentable
92,Argentina,Sr.,Sr. Fernando De Andreis,Secretario de Estado,Presidencia de la Nación
93,Argentina,Sr.,Sr. Fulvio Pompeo,Secretario de Estado,Presidencia de la Nación
94,Argentina,Sra.,Sra. María del Pilar Bueno,Expert,Consejo Nacional de Investigaciones Científicas y Técnicas
95,Argentina,Sra.,Sra. Marcia Rosa Levaggi,"Ministro Plenipotenciario, Directora de Asuntos Ambientales",Ministerio de Relaciones Exteriores y Culto
96,Argentina,Sr.,Sr. Federico Ramón Puerta,Embajador,Embajada de España en Argentina
97,Argentina,Mr.,Mr. Carlos Bruno Gentile,Secretary of Climate Change and Sustainable Development,Secretaría de Gobierno de Ambiente y Desarrollo Sustentable
98,Argentina,Sr.,Sr. Dario Nieto,Subsecretario,Presidencia de la Nación
99,Argentina,Sr.,Sr. Jose Luis Yofre,Jefe,Presidencia de la Nación
100,Argentina,Sr.,Sr. Santiago Del Solar,Titular de Unidad de Coordinacion,"Ministerio de Agricultura, Ganadería y Pesca"
101,Argentina,Sr.,Sr. Rodrigo Jesús Rodriguez,Tornquist,Asociación Civil Sustentar para el Desarrollo Sostenible
102,Argentina,Sr.,Sr. Carlos Daniel Galligani,Director Nacional,Presidencia de la Nación
103,Argentina,Sr.,Sr. Dario Alberto Lucas,Funcionario,Presidencia de la Nación
104,Argentina,Sra.,Sra. María Virginia Cid,Directora,Presidencia de la Nación
105,Argentina,Sra.,Sra. Micaela Méndez,Directora,Presidencia de la Nación
106,Argentina,Sra.,Sra. Sophia Feroce,Directora,Presidencia de la Nación
107,Argentina,Sr.,Sr. Nicolas Juan Lucas,Director Producciones Sostenibles,"Ministerio de Agricultura, Ganadería y Pesca"
108,Argentina,Sr.,Sr. Ivan Pavlovsky,Coordinador,Presidencia de la Nación
109,Argentina,Sr.,Sr. Alejandro Cecati,Jefe,Presidencia de la Nación
110,Argentina,Sr.,Sr. Simón Salzberg,Jefe,Presidencia de la Nación
111,Argentina,Sr.,Sr. Hugo Matias Almang,Secretario de Embajada,Ministerio de Relaciones Exteriores y Culto
112,Argentina,Sr.,Sr. Diego Hoffmann,Jefe,Presidencia de la Nación
113,Argentina,Ms.,Ms. Macarena Maia Moreira,Muzio,Government Secretariat of Environment and Sustainable Development
114,Argentina,Sra.,Sra. Juliana Awada,Primera Dama,Presidencia de la Nación
115,Argentina,Sr.,Sr. Nicolás Beun,Funcionario,Presidencia de la Nación
116,Argentina,Sr.,Sr. Cristian Caroli,Médico de Avanzada,Presidencia de la Nación
117,Argentina,Sr.,Sr. Mariano Chini,Funcionario,Presidencia de la Nación
118,Argentina,Ms.,Ms. Mariana Trinidad Corvaro,Technical Advisor,Secretaría de Gobierno de Ambiente y Desarrollo Sustentable
119,Argentina,Ms.,Ms. Stefania D’Annibali,Technical Advisor,Secretaría de Gobierno de Ambiente y Desarrollo Sustentable
120,Argentina,Sr.,Sr. Tobías De Marcos,Secretario Privado,Presidencia de la Nación
121,Argentina,Sra.,Sra. Sofia Del Castillo,Technical Advisor,Secretaría de Gobierno de Ambiente y Desarrollo Sustentable
122,Argentina,Sra.,Sra. Jessica Roxana Hechem,Secretario de Embajada,Embajada Argentina en España
123,Argentina,Sr.,Sr. Guillermo Hirschfeld,Consejero de Embajada,Embajada Argentina en España
124,Argentina,Sra.,Sra. Heripsime Lara Jensezian,Embajada Argentina en España,Embajada Argentina en España
125,Argentina,Sr.,Sr. Sergio Adrián Kremer,Consejero de Embajada,Embajada Argentina en España
126,Argentina,Sr.,Sr. Ezequiel Leonarduzzi,Investigador,Instituto Nacional de Investigación y Desarrollo Pesquero
127,Argentina,Sr.,Sr. Andrés Marchetti,Funcionario,Presidencia de la Nación
128,Argentina,Sr.,Sr. Eduardo José Michel,Ministro Plenipotenciario,Embajada Argentina en España
129,Argentina,Sra.,Sra. Fátima Micheo,Funcionaria,Presidencia de la Nación
130,Argentina,Sr.,Sr. Christian Morelli,Funcionario,Presidencia de la Nación
131,Argentina,Sr.,Sr. Ignacio Novillo,Productor y camarógrafo,Presidencia de la Nación
132,Argentina,Mr.,Mr. Luis Alberto Panichelli,Technician,Ministry of Environment and Sustainable Development
133,Argentina,Sra.,Sra. Natalia Alejandra Parrilli,Secretario de Embajada,Embajada Argentina en España
134,Argentina,Sr.,Sr. Andrés Said,Asesor técnico,Ministerio de Agroindustria
135,Argentina,Sr.,Sr. Victor Damián Schapovaloff,Funcionario,Presidencia de la Nación
136,Argentina,Sr.,Sr. Ruben Sosa,Funcionario,Presidencia de la Nación
137,Argentina,Sr.,Sr. Francisco Vergara Neumann,Funcionario,Ministerio de Relaciones Exteriores y Culto
138,Argentina,Sra.,Sra. Lucía Isabel Viera,Secretaria de Embajada,Ministerio de Relaciones Exteriores y Culto
139,Armenia,H.E. Mr.,H.E. Mr. Erik Grigoryan,Minister of Environment,Minister of Environment
140,Armenia,Mr.,Mr. Hayrapet Hakobyan,Assistant of Minister of Environment,Ministry of Environment
141,Armenia,Ms.,Ms. Diana Harutyunyan,Climate Change Programme,Ministry of Environment
142,Armenia,Ms.,Ms. Allison Morrill Chatrchyan,Director Cornell Institute for Climate Smart Solutions,Cornell University
143,Armenia,Mr.,Mr. Michael Vartanyan,NA,NA
144,Armenia,Mr.,Mr. Armen Asryan,NA,NA
145,Armenia,Ms.,Ms. Sofya Geghamyan,NA,NA
146,Armenia,Ms.,Ms. Diana Yeritspokhyants,Assistant to Deputy Minister of Environment,Ministry of Environment
147,Armenia,H.E. Mr.,H.E. Mr. Vladimir Karmirshalyan,Ambassador,Embassy of the Republic of Armenia to Spain
148,Armenia,Ms.,Ms. Mariam Gevorgyan,Embassy of the Republic of Armenia to Spain,Embassy of the Republic of Armenia to Spain
149,Australia,H.E. Mr.,H.E. Mr. Angus Taylor,Minister for Energy and Emissions,Government of Australia
150,Australia,H.E. Mr.,H.E. Mr. Jamie Isbister,Ambassador for the Environment,Department of Foreign Affairs and Trade
151,Australia,Mr.,Mr. Gareth Williams,Director,Department of Foreign Affairs and Trade
152,Australia,Ms.,Ms. Shreen Strauss,Branch Support,Department of Foreign Affairs and Trade
153,Australia,Ms.,Ms. Julia Feeney,Assistant Secretary,Department of Foreign Affairs and Trade
154,Australia,Mr.,Mr. Russell Miles,Director,Department of Foreign Affairs and Trade
155,Australia,Ms.,Ms. Katherine Hancock,Assistant Director,Department of Foreign Affairs and Trade
156,Australia,Mr.,Mr. Chao Feng,Policy Officer,Department of Foreign Affairs and Trade
157,Australia,Ms.,Ms. Kathryn Sangster,Policy Officer,Department of Foreign Affairs and Trade
158,Australia,Mr.,Mr. Steven Turnbull,Policy Officer,Department of Foreign Affairs and Trade
159,Australia,Ms.,Ms. Fiona Gilbert,Policy Officer,Department of Foreign Affairs and Trade
160,Australia,Ms.,Ms. Margalit Levin,Policy Officer,Department of Foreign Affairs and Trade
161,Australia,Ms.,Ms. Hannah Lord,Policy Officer,Department of Foreign Affairs and Trade
162,Australia,Mr.,Mr. Peter Onorato,Policy Officer,Department of Foreign Affairs and Trade
163,Australia,Ms.,Ms. Celeste Powell,Director,Department of Foreign Affairs and Trade
164,Australia,Ms.,Ms. Suzanne Akila,Special Adviser,Department of Foreign Affairs and Trade
165,Australia,Ms.,Ms. Gaia Puleston,Director,Department of the Environment and Energy
166,Australia,Ms.,Ms. Julia Gardiner,Assistant Director,Department of the Environment and Energy
167,Australia,Mr.,Mr. Aaron Kirby,Policy Officer,Department of the Environment and Energy
168,Australia,Ms.,Ms. Taha Cowen,Policy Officer,Department of the Environment and Energy
169,Australia,Ms.,Ms. Kushla Munro,First Assistant Secretary,Department of the Environment and Energy
170,Austria,H.E. Mr.,H.E. Mr. Alexander Van Der,Bellen,NA
171,Austria,H.E. Ms.,H.E. Ms. Maria Patek,Minister,Federal Ministry for Sustainability and Tourism
172,Austria,Mr.,Mr. Juergen Schneider,Director General,Federal Ministry for Sustainability and Tourism
173,Austria,Mr.,Mr. Helmut Hojesky,Director,Federal Ministry for Sustainability and Tourism
174,Austria,Mr.,Mr. Franz Breitwieser,"Federal Ministry for Europe, Integration and Foreign Affairs","Federal Ministry for Europe, Integration and Foreign Affairs"
175,Austria,Ms.,Ms. Gertraud Wollansky,Senior Advisor,Federal Ministry for Sustainability and Tourism
176,Austria,Ms.,Ms. Elfriede A. More,Director,Federal Ministry for Sustainability and Tourism
177,Austria,Mr.,Mr. Matthias Braun,Division IV/1 - Climate Policy,Federal Ministry for Sustainability and Tourism
178,Austria,Ms.,Ms. Angela Friedrich,Division IV/1 - Climate Policy,Federal Ministry for Sustainability and Tourism
179,Austria,Mr.,Mr. Jesus Garcia Latorre,Division I/9 - International,Federal Ministry for Sustainability and Tourism
180,Austria,Ms.,Ms. Marie-Christine Hopfgartner,Division IV/1 - Climate Policy,Federal Ministry for Sustainability and Tourism
181,Austria,Ms.,Ms. Cornelia Jäger,Division IV/1 - Climate Policy,Federal Ministry for Sustainability and Tourism
182,Austria,Mr.,Mr. Manfred Kohlbach,Division IV/1 - Climate Policy,Federal Ministry for Sustainability and Tourism
183,Austria,Mr.,Mr. Gerhard Loibl,Division I/9 - International,Federal Ministry for Sustainability and Tourism
184,Austria,Ms.,Ms. Talieh Wögerbauer,Division IV/1 - Climate Policy,Federal Ministry for Sustainability and Tourism
185,Austria,Ms.,Ms. Catrin Promper,Federal Ministry for Sustainability,Federal Ministry for Sustainability and Tourism
186,Austria,Ms.,Ms. Klara Melbinger,Federal Ministry for Sustainability,Federal Ministry for Sustainability and Tourism
187,Austria,Ms.,Ms. Pia Mokros,Federal Ministry for Sustainability,Federal Ministry for Sustainability and Tourism
188,Austria,Mr.,Mr. Jose Gabriel Delgado Jimenez,Federal Ministry for Finance,Federal Ministry for Finance
189,Austria,Mr.,Mr. Wolfgang Diernhofer,Head of Carbon Management,Kommunalkredit Public Consulting
190,Austria,Mr.,Mr. Henrik Neier,Federal Environment Agency,Federal Environment Agency
191,Austria,Ms.,Ms. Pia Paola Huber,Federal Chancellery,Federal Chancellery
192,Austria,H.E. Mr.,H.E. Mr. Christian Ebner,Ambassador,Austrian Embassy Madrid
193,Austria,Ms.,Ms. Ulrike Nguyen,Minister,Austrian Embassy Madrid
194,Austria,Mr.,Mr. Oliver Korschil,Office of the President,NA
195,Austria,Ms.,Ms. Inge Hausbichler,Office of the President,NA
196,Austria,Ms.,Ms. Katharina Rauscher,Office of the President,NA
197,Austria,Mr.,Mr. Michael Bernhard,Member of Parliament,Austrian Parliament
198,Austria,Mr.,Mr. Ernst Gödl,Member of Parliament,Austrian Parliament
199,Austria,Ms.,Ms. Julia Herr,Member of Parliament,Austrian Parliament
200,Austria,Mr.,Mr. André Buchegger,Austrian Chamber of Commerce,Austrian Chamber of Commerce
201,Austria,Mr.,Mr. Dieter Drexel,Association of Industrialists,Association of Industrialists
202,Austria,Mr.,Mr. Martin Krenn,Austrian Bishops Conference,Austrian Bishops Conference
203,Austria,Ms.,Ms. Lisa Plattner,World Wildlife Fund,World Wildlife Fund
204,Austria,Ms.,Ms. Ines Birke,Youth Delegate,CliMates Austria
205,Austria,Mr.,Mr. Antoine Ferraris,Youth Delegate,CliMates Austria
206,Azerbaijan,H.E. Mr.,H.E. Mr. Mukhtar Babayev,Minister,Ministry of Ecology and Natural Resources
207,Azerbaijan,Mr.,Mr. Rauf Hajiyev,Deputy Minister,Ministry of Ecology and Natural Resources
208,Azerbaijan,H.E. Mr.,H.E. Mr. Anar Maharramov,Ambassador Extraordinary and Plenipotentiary of the Republic of,Ambassador Extraordinary and Plenipotentiary of the Republic of Azerbaijan to the Kingdom of Spain
209,Azerbaijan,Mr.,Mr. Jeyhun Hasanov,National Hydrometeorology,Ministry of Ecology and Natural Resources
210,Azerbaijan,Mr.,Mr. Namik Ramazanov,Second Secretary of the Embassy,Spain
211,Bahamas,H.E. Mr.,H.E. Mr. Romauld Ferreira,Minister,Ministry of the Environment and Housing
212,Bahamas,Ms.,Ms. Rochelle Newbold,Director,Ministry of Environment
213,Bahamas,H.E. Mr.,H.E. Mr. Michael Pintard,Minister,Ministry of Agriculture and Marine Resources
214,Bahamas,Mr.,Mr. Charles Hamilton,NA,NA
215,Bahamas,Ms.,Ms. Rhianna Murphy,Ministry of the Environment and Housing,Ministry of the Environment and Housing
216,Bahamas,Ms.,Ms. Marcia Musgrove,Chief Policy Advisor,The Nature Conservancy Caribbean Program
217,Bahamas,Mr.,Mr. Jeffery Simmons,Deputy Director,Ministry of Transport and Local Government
218,Bahamas,Mr.,Mr. Tarran Edgar Simms,Sustainable Tourism Unit,Sustainable Tourism Unit
219,Bahamas,Ms.,Ms. Adelle Thomas,Speaker,"Ministry of Environment, Energy and Climate Change"
220,Bahrain,H.E. Mr.,H.E. Mr. Shaikh Mohamed Khalifa,AlKhalifa,National Oil and Gas Authority
221,Bahrain,Mr.,Mr. Naser Sultan AlSowaidi,Undersecretary,National Oil and Gas Authority
222,Bahrain,Mr.,Mr. Hussain Jaffar Makki,Advisor,National Oil and Gas Authority
223,Bahrain,Ms.,Ms. Suzan Mohammed Alajjawi,"Acting Director, Environmental",Supreme Council for the Environment
224,Bahrain,Mr.,Mr. Sayed Ali Hasan,Director,Ministry of Industry Commerce and Tourism
225,Bahrain,Mr.,Mr. Waleed Abdulla Ali,Director,Electricity and Water Authority
226,Bahrain,Mr.,Mr. Mohamed Abdulla AlKooheji,Second Secretary,Ministry of Foreign Affairs
227,Bahrain,Ms.,Ms. Dalal Fuad AlBaharana,Technical Specialist,Sustainable Energy Authority
228,Bahrain,Mr.,Mr. Abdulla Ali Hasan Alalwani,Employee,National Oil and Gas Authority
229,Bangladesh,H.E. Ms.,H.E. Ms. Sheikh Hasina,Prime Minister,Prime Minister
230,Bangladesh,H.E. Mr.,H.E. Mr. Md Shahab Uddin,Honourable Minister,"Ministry of Environment, Forest and Climate Change"
231,Bangladesh,H.E. Mr.,H.E. Mr. A K Abdul Momen,Honourable Foreign Minister,Ministry of Foreign Affairs
232,Bangladesh,H.E. Mr.,H.E. Mr. Mohammed Hasan,Mahmud,Ministry of Information
233,Bangladesh,Mr.,Mr. Abdullah Al Mohsin,Chowdhury,"Ministry of Environment, Forest and Climate Change"
234,Bangladesh,H.E. Ms.,H.E. Ms. Habibun Nahar,Honourable Deputy Minister,"Ministry of Environment, Forest and Climate Change"
235,Bangladesh,Mr.,Mr. Md Nojibur Rahman,Principal Secretary,Prime Minister’s Office
236,Bangladesh,Mr.,Mr. Md Nasiruzzaman,Secretary,Ministry of Agriculture
237,Bangladesh,Mr.,Mr. Md Shah Kamal,Senior Secretary,Ministry of Disaster Management and Relief
238,Bangladesh,Mr.,Mr. Kaikaus Ahmad,Senior Secretary,Power Division
239,Bangladesh,Mr.,Mr. A K M Rafique Ahammed,Director General,Department of Environment
240,Bangladesh,Mr.,Mr. Md Mohsin,Additional Secretary,Ministry of Disaster Management and Relief
241,Bangladesh,Ms.,Ms. Farida Nasreen,Additional Secretary,Economic Relations Division
242,Bangladesh,Mr.,Mr. Nurul Quadir,Additional Secretary,"Ministry of Environment, Forest and Climate Change"
243,Bangladesh,Mr.,Mr. S M Munjurul Hannan Khan,Additional Secretary,"Ministry of Environment, Forest and Climate Change"
244,Bangladesh,Mr.,Mr. Alamgir Mohammed,Monsurul Alam,"Ministry of Environment, Forest and Climate Change"
245,Bangladesh,Mr.,Mr. S M Imrul Hasan,Senior Assistant Chief,Ministry of Agriculture
246,Bangladesh,Ms.,Ms. Shanchita Haque,Minister,Ministry of Foreign Affairs
247,Bangladesh,Mr.,Mr. Sanjay Kumar Bhowmik,Joint Secretary,"Ministry of Environment, Forest and Climate Change"
248,Bangladesh,Mr.,Mr. Md Rakibul Hasan Mukul,Deputy Chief Conservator of Forests,Bangladesh Forest Department
249,Bangladesh,Mr.,Mr. Shamshur Rahman Khan,Deputy Secretary,"Ministry of Environment, Forest and Climate Change"
250,Bangladesh,Mr.,Mr. Mohammad Mijanur Rahman,Deputy Secretary,"Ministry of Environment, Forest and Climate Change"
251,Bangladesh,Ms.,Ms. Shakila Yasmin,Assistant Director,Bangladesh Climate Change Trust
252,Bangladesh,Mr.,Mr. Md Jane Alam,"Assistant Director, Protocol",Bangladesh Climate Change Trust
253,Bangladesh,Mr.,Mr. Md Akhteruzzaman,Private Secretary to Honourable,"Ministry of Environment, Forest and Climate Change"
254,Bangladesh,Mr.,Mr. Mirza Shawkat Ali,"Director, Climate Change and International Convention",Department of Environment
255,Bangladesh,Mr.,Mr. Md Ziaul Haque,Director,Department of Environment
256,Bangladesh,Ms.,Ms. Dilruba Akter,Assistant Director,Department of Environment
257,Bangladesh,Mr.,Mr. Mizanur R Khan,Environment Specialist,Environment
258,Bangladesh,Mr.,Mr. Md Abdul Karim,Senior Adviser,NA
259,Bangladesh,Mr.,Mr. Mohammed Asaduzzaman,Environment Specialist,Environment
260,Bangladesh,Mr.,Mr. Saber Hossain Chowdhury,Member of Parliament,Parliament
261,Bangladesh,Ms.,Ms. Khodeza Nasreen Akhter,Hossain,Parliament
262,Bangladesh,Mr.,Mr. Md Rejaul Karim Bablu,Member of Parliament,Parliament
263,Bangladesh,Mr.,Mr. Zafar Alam,Member of Parliament,Parliament
264,Bangladesh,Mr.,Mr. Dipankar Talukdar,Member of Parliament,Parliament
265,Bangladesh,Ms.,Ms. Milia Sharmin,Deputy Secretary,"Finance Division, Ministry of Finance"
266,Bangladesh,Mr.,Mr. Naimul Azam Khan,Personal Secretary,Personal
267,Bangladesh,Mr.,Mr. Shaikh Asaf Ud Dullah,Personal Assistant,Personal
268,Bangladesh,Mr.,Mr. Mohd Amin,Personal Assistant of Honourable,Parliament
269,Bangladesh,Mr.,Mr. Md Rezaul Karim,Personal Assistant of Honourable,Parliament
270,Bangladesh,Mr.,Mr. Md Jahangir Alam,Personal Assistant to the Prime,Prime Minister’s Office
271,Bangladesh,Mr.,Mr. Mohammad Abu Jafar Raju,Protocol Officer to the Prime,Prime Minister’s Office
272,Bangladesh,Mr.,Mr. A K M Sawkat Ullah Sameo,ADC to the Prime Minister,Prime Minister’s Office
273,Bangladesh,Mr.,Mr. Md Saif Ullah,Deputy Military Secretary to the,Prime Minister’s Office
274,Bangladesh,Ms.,Ms. Samia Anjum,"Director General, FMO",Ministry of Foreign Affairs
275,Bangladesh,Mr.,Mr. M Amanul Haq,"Director General, Protocol",Ministry of Foreign Affairs
276,Bangladesh,Mr.,Mr. Md Shahidul Haque,Senior Secretary,Ministry of Foreign Affairs
277,Bangladesh,Mr.,Mr. Md Shakhawat Hossain,Deputy Chief of Protocol,Ministry of Foreign Affairs
278,Bangladesh,Mr.,Mr. Md Nazrul Islam,Director General,Ministry of Foreign Affairs
279,Bangladesh,Mr.,Mr. A K M Shahidul Karim,Chief of Protocol,Ministry of Foreign Affairs
280,Bangladesh,Mr.,Mr. Ataur Rahman,Assistant Secretary,Ministry of Foreign Affairs
281,Bangladesh,Mr.,Mr. Sumon Das,Official Photographer,Press Information Department
