id,delegation,salutation,name,title,affiliation
8509,"Care About Climate, Inc",Mr.,Mr. Daniel Malvini,NA,NA
8510,"Care About Climate, Inc",Mr.,Mr. Javier Martinez Belotto,Asociación Nacional de,Asociación Nacional de Empresas de Servicios Energéticos - ANESE
8511,"Care About Climate, Inc",Ms.,Ms. Marta Martinez Reyes,NA,NA
8512,"Care About Climate, Inc",Mr.,Mr. Daniel Ortiz Gonzalo,Asociacion De Ciencias,Asociacion De Ciencias Ambientales
8513,"Care About Climate, Inc",Mr.,Mr. José Manuel Portas,Asociaciòn Española de,Asociaciòn Española de Recuperadores de Economía Social y Solidaria AERESS
8514,"Care About Climate, Inc",Ms.,Ms. Constanza Maria Portigliati,González,"Corporación Comunitaria para la Educacion, Investigacion y Proteccion Ambiental - CEDIPRAM"
8515,"Care About Climate, Inc",Sra.,Sra. Olga Rico Diez,Ongawa,NA
8516,"Care About Climate, Inc",Ms.,Ms. Laura Rubio,Asociacon Espanola de,Asociacon Espanola de Recuperadores de Economia Social y Solidaria
8517,"Care About Climate, Inc",Ms.,Ms. Magdalena Schmittlein,Care About Climate,Care About Climate
8518,"Care About Climate, Inc",Mr.,Mr. Sergio Tirado Herrero,Asociacion De Ciencias,Asociacion De Ciencias Ambientales
8519,"Care About Climate, Inc",Ms.,Ms. Isabella Villanueva,Organización No Gubernamental,Organización No Gubernamental de Desarrollo CEUS Chile
8520,CARE International,Mr.,Mr. Sven Harmeling,"Global Policy Lead, Climate",Climate Change and Resilience Platform
8521,CARE International,Ms.,Ms. Rosa Mercedes Asca,Cordano,NA
8522,CARE International,Ms.,Ms. Sheri Mei Lim,CARE International - UK,CARE International - UK
8523,CARE International,Ms.,Ms. Julia Maj Astrid Rensberg,Vice President,Sáminuorra
8524,CARE International,Ms.,Ms. Mia Luise Antonie Veigel,NA,NA
8525,"Care of Creation, Inc.",Mr.,Mr. Lowell Bliss,NA,NA
8526,"Care of Creation, Inc.",Ms.,Ms. Monica Tang,NA,NA
8527,"Care of Creation, Inc.",Mr.,Mr. Samuel Chiu,NA,NA
8528,"Care of Creation, Inc.",Ms.,Ms. Catherine Linsky,NA,NA
8529,"Care of Creation, Inc.",Ms.,Ms. Rebecca Cotton,NA,NA
8530,"Care of Creation, Inc.",Ms.,Ms. Emma DeVries,NA,NA
8531,"Care of Creation, Inc.",Ms.,Ms. Camille Mekwinski,NA,NA
8532,Caritas Internationalis,Ms.,Ms. Adriana Opromolla,Advocacy Officer,Caritas Internationalis
8533,Caritas Internationalis,Mr.,Mr. Juan Humberto Mario Ortiz,Asistente Del Presidente De La,Conferencia Episcopal Peruana
8534,Caritas Internationalis,Mr.,Mr. Liam Christopher,UK News Officer,The Catholic Agency for Overseas Development
8535,Caritas Internationalis,Ms.,Ms. Ana Abril Fernández,Coordinator,Caritas Española
8536,Caritas Internationalis,Ms.,Ms. Cristina Linaje Hervás,Policy and Advocacy Officer,Caritas Spain
8537,Caritas Internationalis,Mr.,Mr. Gabriel Lopez,Spain Coordinator,Global Catholic Climate Movement
8538,Ethics in International Affairs Inc.,Mr.,Mr. Janos Pasztor,Executive Director,Executive
8539,Ethics in International Affairs Inc.,Mr.,Mr. Nicholas Harrison,Director of Knowledge,Management
8540,Ethics in International Affairs Inc.,Ms.,Ms. Romy Alia Hassan,Outreach Officer,Outreach Officer
8541,Ethics in International Affairs Inc.,Ms.,Ms. Cynthia Scharf,Senior Strategy Director,Strategy
8542,Ethics in International Affairs Inc.,Mr.,Mr. Kai Uwe Schmidt,Senior Program Director,Program
8543,Ethics in International Affairs Inc.,Mr.,Mr. Michael Thompson,Senior Outreach Manager,NA
8544,Ethics in International Affairs Inc.,Mr.,Mr. Mark Turner,Director of Communications,Communications
8545,Carre Geo & Environnement,Mr.,Mr. Ibrahim Mfondoun,Mbamoko,Head Office
8546,Carre Geo & Environnement,Ms.,Ms. Emily Joella Hartzler,Project officer,Head Office
8547,Carre Geo & Environnement,Ms.,Ms. Samantha Chavez-Salinas,NA,NA
8548,Carre Geo & Environnement,Ms.,Ms. Inmaculada Ferriz Ibanez,NA,NA
8549,Carre Geo & Environnement,Mme,Mme Malinali Castaneda Romero,Head Office,Reevaluation Foundation
8550,Carre Geo & Environnement,Mme,Mme Florez Mayta Liliana Norca,Reevaluation Foundation,Reevaluation Foundation
8551,Catholic Rural Youth Movement Germany e.V.,Ms.,Ms. Judith Böckle,NA,NA
8552,Catholic Rural Youth Movement Germany e.V.,Mr.,Mr. Josef Max Hartl,NA,NA
8553,Catholic Rural Youth Movement Germany e.V.,Mr.,Mr. Benjamin Robert Kutz,NA,NA
8554,Catholic Rural Youth Movement Germany e.V.,Ms.,Ms. Regina Elisabeth Mack,NA,NA
8555,Catholic Rural Youth Movement Germany e.V.,Ms.,Ms. Isabel Rutkowski,NA,NA
8556,Catholic Rural Youth Movement Germany e.V.,Ms.,Ms. Franziska Sauter,NA,NA
8557,Catholic Rural Youth Movement Germany e.V.,Mr.,Mr. Damian Thüne,NA,NA
8558,Catholic Rural Youth Movement Germany e.V.,Mr.,Mr. Franz Xaver Wacker,NA,NA
8559,for Environmental Sustainability in Africa,Mr.,Mr. Allen Ottaro,Founder/Executive Director,Executive
8560,for Environmental Sustainability in Africa,Ms.,Ms. Lucia Mosongo Bassibia,NA,NA
8561,for Environmental Sustainability in Africa,Mr.,Mr. Alphonce Munyao Muia,Project Officer,Project Officer
8562,for Environmental Sustainability in Africa,Ms.,Ms. Nuwuwanjye Olive,Ntivuguruzwa,NA
8563,CDP Worldwide,Ms.,Ms. Jennifer Verity Gleed,Senior Manager,Policy and Public Affairs
8564,CDP Worldwide,Ms.,Ms. Nicolette Bartlett,"Director, Climate Change",Climate Change
8565,CDP Worldwide,Mr.,Mr. Pietro Bertazzi,Global Director - Policy,Policy
8566,CDP Worldwide,Mr.,Mr. Alberto Carrillo Pineda,Director Science Based Targets,Technical Team
8567,CDP Worldwide,Ms.,Ms. Christie Clarke,Research Analyst,Research Analyst
8568,CDP Worldwide,Ms.,Ms. Claire Elsdon,Associate Director,NA
8569,CDP Worldwide,Ms.,Ms. Helen Finlay,Senior Global Policy Manager -,Forests
8570,CDP Worldwide,Ms.,Ms. Yang Guo,Senior Project Officer,CDP China
8571,CDP Worldwide,Ms.,Ms. Anika Heckwolf,Policy Officer,Policy Officer
8572,CDP Worldwide,Ms.,Ms. Tina Nybo Jensen,Manager Policy & Strategic,Stichting Global Reporting Initiative
8573,CDP Worldwide,Ms.,Ms. Simone Mangili,City of Turin,City of Turin
8574,CDP Worldwide,Mr.,Mr. Lauro Marins,Executive Director,CDP Latin America
8575,CDP Worldwide,Ms.,Ms. Yue Qi,Senior Policy Manager,China
8576,CDP Worldwide,Mr.,Mr. Gustavo Rodrigues de Souza,Policy Manager,Policy
8577,CDP Worldwide,Mr.,Mr. Paul John Simpson,Chief Executive Officer,Chief Executive Officer
8578,CDP Worldwide,Ms.,Ms. Yuet Ling Sin Fai Lam,Senior Analyst,Senior Analyst
8579,CDP Worldwide,Ms.,Ms. Tegan Tallullah Sonvico,Christov,Communications
8580,CDP Worldwide,Ms.,Ms. Mirjam Wolfrum,"Director, Policy & Reporting, Europe",CDP Europe
8581,CEE Bankwatch Network,Mr.,Mr. Petr Hlobil,Campaigns Director,Campaigns
8582,CEE Bankwatch Network,Mr.,Mr. Alexandru Mustata,Just Transition Coordinator,NA
8583,Center for Biological Diversity,Ms.,Ms. Anchun Jean Su,Associate Conservation Director /,NA
8584,Center for Biological Diversity,Mr.,Mr. John Fleming,Staff Scientist,Climate Law Institute
8585,Center for Biological Diversity,Ms.,Ms. Maya Golden-Krasner,Senior Staff Attorney,Climate Law Institute
8586,Center for Biological Diversity,Mr.,Mr. Juan Parras,NA,NA
8587,Center for Biological Diversity,Ms.,Ms. Anna Maria Parras,NA,NA
8588,Center for Carbon Removal,Ms.,Ms. Sauvanithi Yupho,NA,NA
8589,Center for Carbon Removal,Mr.,Mr. Michael Peter Hoffmann,NA,NA
8590,Center for Clean Air Policy,Ms.,Ms. Allison Bender Corbett,Executive Director,Executive
8591,Center for Clean Air Policy,Ms.,Ms. Stacey Davis,NA,NA
8592,Center for Climate and Energy Solutions,Mr.,Mr. Elliot Diringer,Executive Vice President,Executive
8593,Center for Climate and Energy Solutions,Ms.,Ms. Jennifer Huang,Senior International Fellow,Senior International Fellow
8594,Center for Climate and Energy Solutions,Ms.,Ms. Nancy Meyer,Director of Business Engagement,Center for Climate and Energy Solutions
8595,Center for Climate and Energy Solutions,Mr.,Mr. Daniel Bodansky,NA,NA
8596,Center for Climate and Energy Solutions,Mr.,Mr. John Schmitz,NA,NA
8597,Center for Climate and Energy Solutions,Mr.,Mr. Adam Elman,Amazon,Amazon
8598,Center for Climate and Energy Solutions,Mr.,Mr. Maximilian Parness,"Program Manager, Energy and Climate","Toyota Motor North America, Inc"
8599,Center for Climate and Energy Solutions,Ms.,Ms. Sara Ragaller,Communications Senior,Cargill
8600,"Center for Environmental Information, Inc.",Ms.,Ms. Elizabeth Thorndike,Designated Contact Point,Designated Contact Point
8601,Peoples’ Research and Development,Ms.,Ms. Pasang Dolma Sherpa,Executive Director,Climate Change
8602,Peoples’ Research and Development,Ms.,Ms. Camila Francisca,Association des Femmes Peules,Association des Femmes Peules et Peuples Autochtones du Tchad
8603,Peoples’ Research and Development,Ms.,Ms. Elvira Gutierrez,Cai Ispalla,NA
8604,Peoples’ Research and Development,Mr.,Mr. Rohr Johannes,Member,Instituto de Ecología y Antropología de Acción
8605,Peoples’ Research and Development,Ms.,Ms. Barsha Lekhi,Indigenous fellow,"Small Grand Program, United Nations Development Programme"
8606,Climate and Environmental Research,Mr.,Mr. Glen Philip Peters,Center for International Climate,Center for International Climate and Environmental Research (CICERO)
8607,Climate and Environmental Research,Mr.,Mr. Stefano Carattini,NA,NA
8608,Climate and Environmental Research,Ms.,Ms. Isadora Christel Jimenez,Garcia,NA
8609,Climate and Environmental Research,Ms.,Ms. Ilaria Vigo,NA,NA
8610,Center for International Environmental Law,Mr.,Mr. Sébastien Duyck,Senior Attorney,Climate and Energy Programme
8611,Center for International Environmental Law,Ms.,Ms. Sarah Dorman,Staff Attorney,Staff Attorney
8612,Center for International Environmental Law,Ms.,Ms. Jolein Holtz,Fellow,Fellow
8613,Center for International Environmental Law,Ms.,Ms. Amanda Whitney Kistler,Director of Communication and Development,Communication
8614,Center for International Environmental Law,Ms.,Ms. Erika Elizabeth Hier Lennon,Senior Attorney,Climate and Energy Program
8615,Center for International Environmental Law,Ms.,Ms. Marcela Alejandra Mella,Ortiz,Coordinadora Ciudadana No Alto Maipo - CCNAM
8616,Center for International Environmental Law,Mr.,Mr. Carroll Muffett,President and CEO,NA
8617,Center for International Environmental Law,Mr.,Mr. Juan Pablo Orrego Silva,Presidente,Ecosistemas
8618,Center for Management and Strategic Studies,Mr.,Mr. Marcelo Poppe,Advisor,Sustainable Development
8619,Center for Management and Strategic Studies,Ms.,Ms. Bárbara Rocha,Technical Advisor,Sustainable Development
8620,Center for Management and Strategic Studies,Ms.,Ms. Carolina Dubeux,Partner,Sustainable Development
8621,Center for Management and Strategic Studies,Mr.,Mr. Emilio La Rovere,Partner,Sustainable Development
8622,Center for Natural Resource Studies,Mr.,Mr. Mokhlesur M. Rahman,Executive Director,CC & NRM
8623,Center for Natural Resource Studies,Mr.,Mr. Anisul M. Islam,Director,Programme
8624,Center for Natural Resource Studies,Mr.,Mr. Aminul M Islam,Senior Advisor,Climate Change
8625,Center for Natural Resource Studies,Mr.,Mr. Abu Mostafa Kamal Uddin,Adviser,Climate Change
8626,Research and Development,Mr.,Mr. Md Shamsuddoha,Chief Executive,Research
8627,Research and Development,Ms.,Ms. Tasfia Tasnim,Research Associate,International Center for Climate Change and Development
8628,Indigenous Peoples of the North,Mr.,Mr. Rodion Sulyandziga,Director,NA
8629,Indigenous Peoples of the North,Ms.,Ms. Daria Egereva,NA,NA
8630,Indigenous Peoples of the North,Ms.,Ms. Irina Kurilova,NA,NA
8631,Indigenous Peoples of the North,Mr.,Mr. Gennady Shchukin,NA,NA
8632,Center of Life Institute,Ms.,Ms. Alice Thuault,Deputy director,Deputy
8633,Center of Life Institute,Ms.,Ms. Ana Paula Valdiones,Transparency coordinator,NA
8634,Center of Life Institute,Ms.,Ms. Paula Bernasconi,Economic incentives Coordinator,Economic incentives
8635,Center of Life Institute,Sra.,Sra. Andreia Fanzeres,Operação Amazônia Nativa,Operação Amazônia Nativa
8636,Center of Life Institute,Mr.,Mr. Guilherme Eidt Goncalves de,Almeida,Society Population and Nature Institute
8637,Center of Life Institute,Ms.,Ms. Telma Marques da Silva,indigenous leader,Articulação dos Povos Indígenas do Brasil
8638,Center of Life Institute,Sra.,Sra. Moema Sá pereira salgado,Institute for Subjective,Institute for Subjective Experience and Research
8639,Center of Life Institute,Sra.,Sra. Juliana Almeida Noleto,Centro de Trabalho Indigenista,Centro de Trabalho Indigenista
8640,Center of Life Institute,Ms.,Ms. Adriana Erthal Abdenur,Instituto Igarapé,Instituto Igarapé
8641,Center of Life Institute,Ms.,Ms. Marcela Menezes,socioenvironmental analyst,International Institute for Education in Brazil (IEB)
8642,Center of Life Institute,Sra.,Sra. Joana Chiavari Denadai,"Climate Policy Initiative, Inc","Climate Policy Initiative, Inc"
8643,Center of Life Institute,Sra.,Sra. Suzana Kahn Ribeiro,Painel Brasileiro de Mudanças,Painel Brasileiro de Mudanças Climáticas
8644,Center of Life Institute,Sra.,Sra. Flavia Bellaguarda de Castro,Chuery,Laclima
8645,Center of Life Institute,Mr.,Mr. Crisanto Rudzo Tseremey,Wá,Fepoimt
8646,Central University of Finance and Economics,Ms.,Ms. Yao Wang,NA,NA
8647,Central University of Finance and Economics,Ms.,Ms. Ying Cui,NA,NA
8648,Central University of Finance and Economics,Mr.,Mr. Ruichen Hong,NA,NA
8649,Central University of Finance and Economics,Mr.,Mr. Yuyang Lin,NA,NA
8650,Central University of Finance and Economics,Mr.,Mr. Yan Xue,NA,NA
8651,Central University of Finance and Economics,Ms.,Ms. Ying Kong,NA,NA
8652,Central University of Finance and Economics,Ms.,Ms. Yanan Long,NA,NA
8653,Central University of Finance and Economics,Ms.,Ms. Yinshuo Xu,NA,NA
8654,Central University of Finance and Economics,Ms.,Ms. Yanyan Liu,NA,NA
8655,Recherche Agronomique pour le Développement,Mr.,Mr. Vincent Blanfort,Scientist,Cirad
8656,Recherche Agronomique pour le Développement,Mr.,Mr. Julien Demenois,Scientist,Cirad
8657,Recherche Agronomique pour le Développement,Mme,Mme Anne-Marie Schelstraete,Chargée de Mission,DIMS
8658,Recherche Agronomique pour le Développement,Mr.,Mr. Claude Antoine Garcia,Scientist,Cirad
8659,Centre de développement de la région de Tensift,Mr.,Mr. Hassan Amghar,NA,NA
8660,Centre de développement de la région de Tensift,Mr.,Mr. Mohamed Belmejjad,Architecte,Urbanisation
8661,Centre de développement de la région de Tensift,Mr.,Mr. Ahmed Chehbouni,President,environment
8662,Centre de développement de la région de Tensift,Mr.,Mr. Youssef EL madhi,professor,Biologie
8663,Centre de développement de la région de Tensift,Mr.,Mr. Mohamed Hachimi,Member,Agriculture
8664,Centre de développement de la région de Tensift,Mr.,Mr. Abdelghani Ouafiq,lawer,human rights
8665,Centre for 21st Century Issues,Ms.,Ms. Titilope Ngozi Akosa,Executive Director,Administration
8666,Centre for 21st Century Issues,Mr.,Mr. Jose Eduardo Chavez Ocadiz,Youth4Climate,Youth4Climate
8667,Centre for 21st Century Issues,Mr.,Mr. Sule Owolabi Adewunmi,Vounteer,Climate Advocacy Team
8668,Centre for 21st Century Issues,Mr.,Mr. Arnold Ikpemosi Adeyemi,Project Officer,Ecologistic Integrated Services Ltd
8669,Centre for 21st Century Issues,Mr.,Mr. Monsuru Adeleke Agbalajobi,Volunteer,Volunteer
8670,Centre for 21st Century Issues,Mr.,Mr. Victor Ehimen Eromosele,Administration,Ecocapital
8671,Centre for 21st Century Issues,Mr.,Mr. Jadiel Adrian Gomez Galicia,NA,NA
8672,Centre for 21st Century Issues,Mr.,Mr. Mohammed Maishanu,Mahmood,Ecologistic Integrated Services Ltd
8673,Centre for 21st Century Issues,Mr.,Mr. Kenneth Kasim Offor,NA,NA
8674,Centre for 21st Century Issues,Mr.,Mr. Friday Sultan Saliu,NA,NA
8675,Change and Environmental Studies,Mr.,Mr. Matthew Iroabuchi Agu,Programme officer,Administration
8676,Change and Environmental Studies,Mr.,Mr. Paul Choke Ebehiwialu,Admin Officer,Administration
8677,Change and Environmental Studies,Mr.,Mr. Ehizojie Smith Ebosele,Accountant,Finance Deoartment
8678,Change and Environmental Studies,Mr.,Mr. Michael Eidenagbon,National Coordinator,NA
8679,Change and Environmental Studies,Mr.,Mr. Chikodili Christopher Obi,International Relation,International
8680,Change and Environmental Studies,Ms.,Ms. Blessing Omorodion,Admin,Forest
8681,Change and Environmental Studies,Mr.,Mr. Uche Joseph Onyeidu,Admin officer,Administration
8682,Change and Environmental Studies,Mr.,Mr. Ijeoma Emmanuel Onyeme,Admin Officer,Administration
8683,Change and Environmental Studies,Mr.,Mr. Uchenna Osuji,Admin,NA
8684,Centre for Environmental Justice,Mr.,Mr. Hemantha Withanage,Executive Director,Executive
8685,Centre for Environmental Justice,Mr.,Mr. Saktiman Ghosh,NA,NA
8686,Centre for Environmental Justice,Mr.,Mr. Mardan Pius Ginting,NA,NA
8687,Centre for Environmental Justice,Ms.,Ms. Riska Darmawanti,NA,NA
8688,Centre for Environmental Justice,Ms.,Ms. Sumudu Anopama Atapattu,NA,NA
8689,Centre for Environmental Justice,Ms.,Ms. Mari Jeanie Derillo,Communication Coordinator,NGO Forum on the ADB
8690,and Climate Change Research,Ms.,Ms. Kemi Mildred Hughes,Delegate,Research
8691,and Climate Change Research,Ms.,Ms. Edith Nwosu,Delegate,Research
8692,Sustainable Development Law,Ms.,Ms. Marie Claire Cordonier,Segger,NA
8693,Sustainable Development Law,Ms.,Ms. Alexandra Harrington,Senior Manager,Secretariat
8694,Sustainable Development Law,Mr.,Mr. Freedom-Kai Phillips,NA,NA
8695,Sustainable Development Law,Mr.,Mr. Markus Gehring,Lead Counsel,"International Trade, Investment and Competition Law"
8696,Sustainable Development Law,Mr.,Mr. Pierre Gonthier,Secretary and General Counsel,SAF+ Consortium
8697,Sustainable Development Law,Ms.,Ms. Emily Morison,Climate Law and Governance,Climate Law and Governance Initiative
8698,Sustainable Development Law,Ms.,Ms. Alejandra Lozano,NA,NA
8699,Sustainable Development Law,Ms.,Ms. Micah Winter,NA,NA
8700,Sustainable Development Law,Ms.,Ms. Claire Perttula,NA,NA
8701,Sustainable Development Law,Ms.,Ms. Cassandra Hayward,NA,NA
8702,Sustainable Development Law,Ms.,Ms. Laureen Mcdonald,NA,NA
8703,Sustainable Development Law,Ms.,Ms. Marta Allegue,NA,NA
8704,Sustainable Development Law,Ms.,Ms. Rosa María Fernandez,NA,NA
8705,Sustainable Development Law,Ms.,Ms. Alicia Garcia,NA,NA
8706,Sustainable Development Law,Ms.,Ms. Celia Hernando del Valle,NA,NA
8707,Sustainable Development Law,Mr.,Mr. Alejandro Menendez,NA,NA
8708,Sustainable Development Law,Mr.,Mr. Christopher Rotterdam,NA,NA
8709,Centre Hélios,Mr.,Mr. José Luis Iriarte,NA,NA
8710,Centre Hélios,Ms.,Ms. Andrea Navarro,NA,NA
8711,Centre Hélios,Mr.,Mr. Hugo Silva,NA,NA
8712,Centre Hélios,Sr.,Sr. Luis Fernando Lobejón,Herrero,University of Valaldolid
8713,Centre Hélios,Sr.,Sr. Jose María Enriquez Sánchez,Professor,University of Valladolid
8714,droit Comparé de l’Environnement,Ms.,Ms. Emilie Viviane Gailliard,Maître de conférences en droit,Institut d’Etudes politiques de Rennes
8715,droit Comparé de l’Environnement,Mr.,Mr. Kablan Jean-Michel Atta,Chargé de mission,Droit de l’environnement
8716,l’Environnement,Ms.,Ms. Agnès Isabelle Michelot,Enseignant Chercheur,Enseignant Chercheur Droit
8717,l’Environnement,Mme,Mme Marta Torre y Alvarez ép,Schaub,NA
8718,l’Environnement,Ms.,Ms. Hiroko Muraki Gottlieb,Associate,Harvard University
8719,l’Environnement,M.,M. Hugues Hellio,"Enseignant chercheur, maître de",Droit Public
8720,l’Environnement et le Développement,M.,M. Jean-Charles Hourcade,NA,NA
8721,l’Environnement et le Développement,Mr.,Mr. Cassen Christophe,CIRED,NA
8722,Centre National de la Recherche Scientifique,Mme,Mme Agathe Euzen,Directrice adjointe scientifique,INEE - Institut Ecologie & Environnement
8723,Centre National de la Recherche Scientifique,Mr.,Mr. Gilles Pierre Boetsch,NA,NA
8724,Centre National de la Recherche Scientifique,M.,M. Thierry François Louis Pérez,NA,NA
8725,Centre National de la Recherche Scientifique,Sra.,Sra. Cecilia Del Castillo Moro,NA,NA
8726,Centro Alexander von Humboldt,Mr.,Mr. Victor Manuel Campos,Cubas,Climate Change
8727,Centro Alexander von Humboldt,Sr.,Sr. Jose Ramon Avila Quiñonez,Director Ejecutivo,ASONOG
8728,Centro Alexander von Humboldt,Ms.,Ms. Elizabeth Coates,Regional Director,The Brooke
8729,Centro Alexander von Humboldt,Sr.,Sr. Abdel Porfirio García,Gonzalez,Climate Change
8730,Centro Alexander von Humboldt,Sra.,Sra. Mariana Gutiérrez Mora,Especialista en género,Asociación de Iniciativas Populares Ditsö
8731,Centro Alexander von Humboldt,Mr.,Mr. Hans Peter Dejgaard,Kristensen,Climate Change
8732,Centro Alexander von Humboldt,Sra.,Sra. Evelyn Xiomara Rivas Pérez,Oficial de Gestión de Recursos,Administración Asociación para la Educación y el Desarrollo
8733,Centro Alexander von Humboldt,Ms.,Ms. Karina Saravia Aguilera,Social Communicator,Communications
8734,Centro Alexander von Humboldt,Mr.,Mr. Bernis Trejos Cunningham,Director,Climate Action Network - Latin America
8735,Centro Alexander von Humboldt,Sr.,Sr. Fredred Valdivia,Central America Program,The Brooke
8736,Centro Alexander von Humboldt,Sra.,Sra. Adelina Vásquez López,Economist,Centro de Desarrollo Humano
8737,Centro de Planificación y Estudio Social,Sra.,Sra. Barbel Sybil Henneberger,NA,NA
8738,Centro de Planificación y Estudio Social,Ms.,Ms. María Belen Páez Cano,NA,NA
8739,Centro de Planificación y Estudio Social,Sra.,Sra. Sandra Maribel Tukup,Ampush,NA
8740,Centro de Planificación y Estudio Social,Mr.,Mr. Bartolo Alejandro Ushigua,Santi,NA
8741,Centro de Planificación y Estudio Social,Mr.,Mr. Michel Laforge Castro,NA,NA
8742,Sustentable de México Asociacion Civil,Mr.,Mr. Andres Flores Montalvo,Director,Climate Change and Energy
8743,Sustentable de México Asociacion Civil,Ms.,Ms. Mónica Eugenia Sánchez,Torres,Estado de Jalisco
8744,Centro Internacional de Agricultura Tropical,Mr.,Mr. Louis Verchot,"Theme Leader, Landscape",International Center for Tropical Agriculture
8745,Centro Internacional de Agricultura Tropical,Ms.,Ms. Deissy Martinez,Science Officer,Regional Program Latin America
8746,Centro Internacional de Agricultura Tropical,Mr.,Mr. Augusto Carlos Castro,NA,NA
8747,Centro Internacional de Agricultura Tropical,Mr.,Mr. Steven Prager,Senor Cientist,DAPA
8748,Centro Internacional de Agricultura Tropical,Mr.,Mr. Jonathan Mockshell,Agricultural Development,Decision and Policy Analysis (DAPA) Research Area
8749,Centro Internacional de Agricultura Tropical,Mr.,Mr. Evan Girvetz,Principal Scientist,International Center for Tropical Agriculture
8750,Centro Mexicano de Derecho Ambiental,Ms.,Ms. Anaid Paola Velasco,Ramirez,Legal Research Managament
8751,Derecho Ambiental,Mr.,Mr. Daniel Chacón Anaya,Energía,"Energía Iniciativa Climática de México, A.C."
8752,Derecho Ambiental,Ms.,Ms. Gabriela Evia Munguia,Project coordinator,Beta Diversidad AC
8753,Derecho Ambiental,Mr.,Mr. Mario Gerardo Gómez Cruz,President of the Board,Codemar AC
8754,Derecho Ambiental,Ms.,Ms. Diana Piña Velasco,General Director,Beta Diversidad AC
8755,Derecho Ambiental,Mr.,Mr. Carlos Armando Tornel,Curzio,NA
8756,"Ceres, Inc.",Ms.,Ms. Susan Reid,Vice President,Ceres
8757,"Ceres, Inc.",Mr.,Mr. Ryan Martel,Senior Director,Centre d’Etudes et de Recherches internationales et Communautaires
8758,"Ceres, Inc.",Ms.,Ms. Jessica Arnell,Associate,Centre d’Etudes et de Recherches internationales et Communautaires
8759,"Ceres, Inc.",Mr.,Mr. Troy Shaheen,Manager,Centre d’Etudes et de Recherches internationales et Communautaires
8760,"Ceres, Inc.",Ms.,Ms. Divya Mankikar,Investment Manager,California Public Employees’ Retirement System
8761,"Ceres, Inc.",Mr.,Mr. John Ehnes,CEO,California State Teachers’ Retirement System
8762,"Ceres, Inc.",Mr.,Mr. Ari Alexander,GM Salesforce Sustainability,Salesforce
8763,"Ceres, Inc.",Mr.,Mr. Benjamin Thompson,Director,Autodesk Foundation
8764,the United States of America,Mr.,Mr. Stephen Daniel Eule,Vice President for Climate and Technology,Institute for 21st Century Energy
8765,Chant du Guépard dans le Désert,Ms.,Ms. Azam Ghazi,Representative in Spain,Education
8766,Chatham House,Ms.,Ms. Jill Duggan,Associate Fellow,"Energy, Environment and Resources"
8767,Chatham House,Ms.,Ms. Kirsty Hamilton,Associate Fellow,"Energy, Environment and Resources"
8768,Children and Youth International,Ms.,Ms. Sophia Yacheng Yang,NA,NA
8769,Children and Youth International,Ms.,Ms. Maria Auma,NA,NA
8770,Children and Youth International,Ms.,Ms. Khyati Rathore,NA,NA
8771,Children and Youth International,Mr.,Mr. John Leo Ching Algo,NA,NA
8772,Children and Youth International,Ms.,Ms. Emily Bohobo Ndombaxe,Dola,United Kingdom Youth Climate Coalition Limited
8773,Children and Youth International,Ms.,Ms. Zainab Sunmisola Yunusa,UNESCO Youth Forum Nigeria,NYU Abu Dhabi
8774,Children and Youth International,Ms.,Ms. Sara Alonso Vicario,DRR working group member,United Nations Major Group of Children and Youth
8775,Children’s Investment Fund Foundation,Ms.,Ms. Katherine Hampton,CEO,NA
8776,China Association for NGO Cooperation,Mr.,Mr. Daxing Zhao,Executive Diretcor,Executive
8777,China Association for NGO Cooperation,Ms.,Ms. Wei Huang,NA,NA
8778,China Association for NGO Cooperation,Ms.,Ms. Hui Jing,NA,NA
8779,China Association for NGO Cooperation,Ms.,Ms. Xiajie Li,NA,NA
8780,China Association for NGO Cooperation,Mr.,Mr. Oliver Radtke,NA,NA
8781,China Association for NGO Cooperation,Ms.,Ms. Xiangyi Wang,NA,NA
8782,China Association for NGO Cooperation,Ms.,Ms. Yuehong Xie,NA,NA
8783,China Association for NGO Cooperation,Mr.,Mr. Hongxun Zhang,World Enlightened Technology,"World Enlightened Technology (Beijing) Co., Ltd."
8784,China Association for NGO Cooperation,Ms.,Ms. Jiuxuan Zhou,NA,NA
8785,China Association for Science and Technology,Mr.,Mr. Wenjie Dong,NA,NA
8786,China Association for Science and Technology,Mr.,Mr. Lei Lin,Researcher,NA
8787,China Association for Science and Technology,Mr.,Mr. Linsheng Yang,NA,NA
8788,China Association for Science and Technology,Ms.,Ms. Chenchen Wang,Project Manager,International Department
8789,China Association for Science and Technology,Mr.,Mr. Xi Chen,NA,NA
8790,China Association for Science and Technology,Mr.,Mr. Yinlong Xu,NA,NA
8791,China Association for Science and Technology,Mr.,Mr. Kuo Li,Institute of Environment and Sustainable Development in,"Institute of Environment and Sustainable Development in Agriculture, Chinese Academy of Agricultural Science"
8792,Science and Technology,Ms.,Ms. Yingchun Li,Institute of Environment and Sustainable Development in,"Institute of Environment and Sustainable Development in Agriculture, Chinese Academy of Agricultural Science"
8793,Science and Technology,Ms.,Ms. Jie Liu,Executive Vice President,Beijing Association of Green Design and Green Manufacturing Promotion
