group,ultimate_parent_name,ultimate_parent_country,deal_number_deal_id,borrower_issuer_name,borrower_issuer_country,year,closing_issue_filing_date,maturity_date,years_to_maturity,years_expired_31_12_2020,months_to_maturity,months_expired_31_12_2020,days_to_maturity,type_short,type_of_financing,description,use_of_proceeds,original_currency,principal_tranche_amount_in_mln_of_original_currency,principal_tranche_amount_in_mln_us,total_package_amount_in_mln_of_original_currency,total_package_amount_in_mln_us,interest_rate_coupon,interest_rate_is_proxy,borrower_issuer_cusip,isin,manager_name,manager_country,manager_role_participant_type,known_manager_commitment_amount_in_us_mln,per_investor_value_in_mln_us,percentage_of_principal_tranche_amount,investor_parent,investor_parent_country,source,database,profundo_ultimate_parent,profundo_borrower,si_target_market,deal_fee_income_us_mln,deal_fee_ratio,loan_interest_income,interest_period_used,total_income_us_mln,x44196,closing_issue_filing_quarter
Socfin,Socfinasia SA,Luxembourg,NA,Socfinasia SA,Luxembourg,2017,2017-09-30,NA,NA,NA,NA,NA,NA,Shareholding,Shareholding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FIDE Capital,Belgium,NA,NA,0.18248175,0.0374,FIDE Capital,Belgium,"Thomson Reuters Eikon, 'Share ownership: Socfinasia SA -  30 September 2017', viewed in January 2021.",Thomson Reuters,Socfinasia,Socfinasia,NA,NA,NA,n/a,n/a,0.001926388690804526,NA,3
Socfin,Socfinasia SA,Luxembourg,NA,Socfinasia SA,Luxembourg,2017,2017-09-30,NA,NA,NA,NA,NA,NA,Shareholding,Shareholding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Value Square N.V.,Belgium,NA,NA,0.08675083,0.0183,Value Square,Belgium,"Thomson Reuters Eikon, 'Share ownership: Socfinasia SA -  30 September 2017', viewed in January 2021.",Thomson Reuters,Socfinasia,Socfinasia,NA,NA,NA,n/a,n/a,9.408482365889305e-4,NA,3
Socfin,Socfinaf SA,Luxembourg,NA,Socfinaf SA,Luxembourg,2017,2017-06-30,NA,NA,NA,NA,NA,NA,Shareholding,Shareholding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Value Square N.V.,Belgium,NA,NA,10.773651869999998,2.9334,Value Square,Belgium,"Thomson Reuters Eikon, 'Share ownership: Socfinaf SA -  30 June 2017', viewed in January 2021.",Thomson Reuters,Socfin,Socfin,NA,NA,NA,n/a,n/a,NA,NA,2
Socfin,Socfinaf SA,Luxembourg,NA,Socfinaf SA,Luxembourg,2017,2017-06-30,NA,NA,NA,NA,NA,NA,Shareholding,Shareholding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Capfi Delen Asset Management,Belgium,NA,NA,3.59589596,0.9428,Ackermans & van Haaren,Belgium,"Thomson Reuters Eikon, 'Share ownership: Socfinaf SA -  30 June 2017', viewed in January 2021.",Thomson Reuters,Socfin,Socfin,NA,NA,NA,n/a,n/a,NA,NA,2
Socfin,Socfinaf SA,Luxembourg,NA,Socfinaf SA,Luxembourg,2017,2017-06-30,NA,NA,NA,NA,NA,NA,Shareholding,Shareholding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Banque Degroof Petercam N.V.,Belgium,NA,NA,1.71070217,0.4485,Banque Degroof Petercam,Belgium,"Thomson Reuters Eikon, 'Share ownership: Socfinaf SA -  30 June 2017', viewed in January 2021.",Thomson Reuters,Socfin,Socfin,NA,NA,NA,n/a,n/a,NA,NA,2
Socfin,Socfinaf SA,Luxembourg,NA,Socfinaf SA,Luxembourg,2017,2017-06-30,NA,NA,NA,NA,NA,NA,Shareholding,Shareholding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Delen Capfi Private Bank,Belgium,NA,NA,0.64151331,0.1682,Ackermans & van Haaren,Belgium,"Thomson Reuters Eikon, 'Share ownership: Socfinaf SA -  30 June 2017', viewed in January 2021.",Thomson Reuters,Socfin,Socfin,NA,NA,NA,n/a,n/a,NA,NA,2
Socfin,Socfinaf SA,Luxembourg,NA,Socfinaf SA,Luxembourg,2017,2017-06-30,NA,NA,NA,NA,NA,NA,Shareholding,Shareholding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bank Dierickx Leys N.V.,Belgium,NA,NA,0.2779891,0.0729,Dierickx Leys & Cie,Belgium,"Thomson Reuters Eikon, 'Share ownership: Socfinaf SA -  30 June 2017', viewed in January 2021.",Thomson Reuters,Socfin,Socfin,NA,NA,NA,n/a,n/a,NA,NA,2
Socfin,Socfinaf SA,Luxembourg,NA,Socfinaf SA,Luxembourg,2017,2017-06-30,NA,NA,NA,NA,NA,NA,Shareholding,Shareholding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kredietrust Luxembourg S.A.,Luxembourg,NA,NA,0.05827079,0.0153,Precision Capital,Luxembourg,"Thomson Reuters Eikon, 'Share ownership: Socfinaf SA -  30 June 2017', viewed in January 2021.",Thomson Reuters,Socfin,Socfin,NA,NA,NA,n/a,n/a,NA,NA,2
Socfin,Socfinasia SA,Luxembourg,NA,Socfinasia SA,Luxembourg,2017,2017-06-30,NA,NA,NA,NA,NA,NA,Shareholding,Shareholding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Capfi Delen Asset Management,Belgium,NA,NA,0.486618,0.0998,Ackermans & van Haaren,Belgium,"Thomson Reuters Eikon, 'Share ownership: Socfinasia SA -  30 June 2017', viewed in January 2021.",Thomson Reuters,Socfinasia,Socfinasia,NA,NA,NA,n/a,n/a,0.00513703650881207,NA,2
Socfin,Socfinasia SA,Luxembourg,NA,Socfinasia SA,Luxembourg,2017,2017-06-30,NA,NA,NA,NA,NA,NA,Shareholding,Shareholding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Delen Capfi Private Bank,Belgium,NA,NA,0.30413625,0.0623,Ackermans & van Haaren,Belgium,"Thomson Reuters Eikon, 'Share ownership: Socfinasia SA -  30 June 2017', viewed in January 2021.",Thomson Reuters,Socfinasia,Socfinasia,NA,NA,NA,n/a,n/a,0.0032106478180075433,NA,2
Socfin,Socfinasia SA,Luxembourg,NA,Socfinasia SA,Luxembourg,2017,2017-06-30,NA,NA,NA,NA,NA,NA,Shareholding,Shareholding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FIDE Capital,Belgium,NA,NA,0.18248175,0.0374,FIDE Capital,Belgium,"Thomson Reuters Eikon, 'Share ownership: Socfinasia SA -  30 June 2017', viewed in January 2021.",Thomson Reuters,Socfinasia,Socfinasia,NA,NA,NA,n/a,n/a,0.001926388690804526,NA,2
Socfin,Socfinasia SA,Luxembourg,NA,Socfinasia SA,Luxembourg,2017,2017-06-30,NA,NA,NA,NA,NA,NA,Shareholding,Shareholding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Value Square N.V.,Belgium,NA,NA,0.04131754,0.0085,Value Square,Belgium,"Thomson Reuters Eikon, 'Share ownership: Socfinasia SA -  30 June 2017', viewed in January 2021.",Thomson Reuters,Socfinasia,Socfinasia,NA,NA,NA,n/a,n/a,4.3870291785255076e-4,NA,2
Socfin,Socfinaf SA,Luxembourg,NA,Socfinaf SA,Luxembourg,2017,2017-03-31,NA,NA,NA,NA,NA,NA,Shareholding,Shareholding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Value Square N.V.,Belgium,NA,NA,9.44043245,2.8373,Value Square,Belgium,"Thomson Reuters Eikon, 'Share ownership: Socfinaf SA -  31 March 2017', viewed in January 2021.",Thomson Reuters,Socfin,Socfin,NA,NA,NA,n/a,n/a,NA,NA,1
Socfin,Socfinaf SA,Luxembourg,NA,Socfinaf SA,Luxembourg,2017,2017-03-31,NA,NA,NA,NA,NA,NA,Shareholding,Shareholding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Capfi Delen Asset Management,Belgium,NA,NA,2.53072221,0.7606,Ackermans & van Haaren,Belgium,"Thomson Reuters Eikon, 'Share ownership: Socfinaf SA -  31 March 2017', viewed in January 2021.",Thomson Reuters,Socfin,Socfin,NA,NA,NA,n/a,n/a,NA,NA,1
Socfin,Socfinaf SA,Luxembourg,NA,Socfinaf SA,Luxembourg,2017,2017-03-31,NA,NA,NA,NA,NA,NA,Shareholding,Shareholding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Banque Degroof Petercam N.V.,Belgium,NA,NA,1.52432219,0.4581,Banque Degroof Petercam,Belgium,"Thomson Reuters Eikon, 'Share ownership: Socfinaf SA -  31 March 2017', viewed in January 2021.",Thomson Reuters,Socfin,Socfin,NA,NA,NA,n/a,n/a,NA,NA,1
Socfin,Socfinaf SA,Luxembourg,NA,Socfinaf SA,Luxembourg,2017,2017-03-31,NA,NA,NA,NA,NA,NA,Shareholding,Shareholding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Delen Capfi Private Bank,Belgium,NA,NA,0.48452708,0.1456,Ackermans & van Haaren,Belgium,"Thomson Reuters Eikon, 'Share ownership: Socfinaf SA -  31 March 2017', viewed in January 2021.",Thomson Reuters,Socfin,Socfin,NA,NA,NA,n/a,n/a,NA,NA,1
Socfin,Socfinaf SA,Luxembourg,NA,Socfinaf SA,Luxembourg,2017,2017-03-31,NA,NA,NA,NA,NA,NA,Shareholding,Shareholding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bank Dierickx Leys N.V.,Belgium,NA,NA,0.19225928,0.0728,Dierickx Leys & Cie,Belgium,"Thomson Reuters Eikon, 'Share ownership: Socfinaf SA -  31 March 2017', viewed in January 2021.",Thomson Reuters,Socfin,Socfin,NA,NA,NA,n/a,n/a,NA,NA,1
Socfin,Socfinaf SA,Luxembourg,NA,Socfinaf SA,Luxembourg,2017,2017-03-31,NA,NA,NA,NA,NA,NA,Shareholding,Shareholding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kredietrust Luxembourg S.A.,Luxembourg,NA,NA,0.05078217,0.0153,Precision Capital,Luxembourg,"Thomson Reuters Eikon, 'Share ownership: Socfinaf SA -  31 March 2017', viewed in January 2021.",Thomson Reuters,Socfin,Socfin,NA,NA,NA,n/a,n/a,NA,NA,1
Socfin,Socfinasia SA,Luxembourg,NA,Socfinasia SA,Luxembourg,2017,2017-03-31,NA,NA,NA,NA,NA,NA,Shareholding,Shareholding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Capfi Delen Asset Management,Belgium,NA,NA,0.64357104,0.1327,Ackermans & van Haaren,Belgium,"Thomson Reuters Eikon, 'Share ownership: Socfinasia SA -  31 March 2017', viewed in January 2021.",Thomson Reuters,Socfinasia,Socfinasia,NA,NA,NA,n/a,n/a,0.0072110966163613744,NA,1
Socfin,Socfinasia SA,Luxembourg,NA,Socfinasia SA,Luxembourg,2017,2017-03-31,NA,NA,NA,NA,NA,NA,Shareholding,Shareholding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Delen Capfi Private Bank,Belgium,NA,NA,0.30243,0.0623,Ackermans & van Haaren,Belgium,"Thomson Reuters Eikon, 'Share ownership: Socfinasia SA -  31 March 2017', viewed in January 2021.",Thomson Reuters,Socfinasia,Socfinasia,NA,NA,NA,n/a,n/a,0.0033886732219743304,NA,1
Socfin,Socfinasia SA,Luxembourg,NA,Socfinasia SA,Luxembourg,2017,2017-03-31,NA,NA,NA,NA,NA,NA,Shareholding,Shareholding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FIDE Capital,Belgium,NA,NA,0.1664475,0.0374,FIDE Capital,Belgium,"Thomson Reuters Eikon, 'Share ownership: Socfinasia SA -  31 March 2017', viewed in January 2021.",Thomson Reuters,Socfinasia,Socfinasia,NA,NA,NA,n/a,n/a,0.002033203933184598,NA,1
Socfin,Socfinaf SA,Luxembourg,NA,Socfinaf SA,Luxembourg,2016,2016-12-31,NA,NA,NA,NA,NA,NA,Shareholding,Shareholding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Value Square N.V.,Belgium,NA,NA,8.23133746,2.8093,Value Square,Belgium,"Thomson Reuters Eikon, 'Share ownership: Socfinaf SA -  31 December 2016', viewed in January 2021.",Thomson Reuters,Socfin,Socfin,NA,NA,NA,n/a,n/a,NA,NA,4
Socfin,Socfinaf SA,Luxembourg,NA,Socfinaf SA,Luxembourg,2016,2016-12-31,NA,NA,NA,NA,NA,NA,Shareholding,Shareholding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Capfi Delen Asset Management,Belgium,NA,NA,2.20299243,0.7519,Ackermans & van Haaren,Belgium,"Thomson Reuters Eikon, 'Share ownership: Socfinaf SA -  31 December 2016', viewed in January 2021.",Thomson Reuters,Socfin,Socfin,NA,NA,NA,n/a,n/a,NA,NA,4
Socfin,Socfinaf SA,Luxembourg,NA,Socfinaf SA,Luxembourg,2016,2016-12-31,NA,NA,NA,NA,NA,NA,Shareholding,Shareholding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Banque Degroof Petercam N.V.,Belgium,NA,NA,1.60959253,0.5493,Banque Degroof Petercam,Belgium,"Thomson Reuters Eikon, 'Share ownership: Socfinaf SA -  31 December 2016', viewed in January 2021.",Thomson Reuters,Socfin,Socfin,NA,NA,NA,n/a,n/a,NA,NA,4
Socfin,Socfinaf SA,Luxembourg,NA,Socfinaf SA,Luxembourg,2016,2016-12-31,NA,NA,NA,NA,NA,NA,Shareholding,Shareholding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Delen Capfi Private Bank,Belgium,NA,NA,0.42668209,0.1456,Ackermans & van Haaren,Belgium,"Thomson Reuters Eikon, 'Share ownership: Socfinaf SA -  31 December 2016', viewed in January 2021.",Thomson Reuters,Socfin,Socfin,NA,NA,NA,n/a,n/a,NA,NA,4
Socfin,Socfinaf SA,Luxembourg,NA,Socfinaf SA,Luxembourg,2016,2016-12-31,NA,NA,NA,NA,NA,NA,Shareholding,Shareholding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bank Dierickx Leys N.V.,Belgium,NA,NA,0.19225928,0.0728,Dierickx Leys & Cie,Belgium,"Thomson Reuters Eikon, 'Share ownership: Socfinaf SA -  31 December 2016', viewed in January 2021.",Thomson Reuters,Socfin,Socfin,NA,NA,NA,n/a,n/a,NA,NA,4
Socfin,Socfinaf SA,Luxembourg,NA,Socfinaf SA,Luxembourg,2016,2016-12-31,NA,NA,NA,NA,NA,NA,Shareholding,Shareholding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ashmore Equities Investment Management (US) LLC_NLE,United States,NA,NA,0.10543408,0.03,Ashmore Group,United Kingdom,"Thomson Reuters Eikon, 'Share ownership: Socfinaf SA -  31 December 2016', viewed in January 2021.",Thomson Reuters,Socfin,Socfin,NA,NA,NA,n/a,n/a,NA,NA,4
Socfin,Socfinasia SA,Luxembourg,NA,Socfinasia SA,Luxembourg,2016,2016-12-31,NA,NA,NA,NA,NA,NA,Shareholding,Shareholding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Capfi Delen Asset Management,Belgium,NA,NA,0.6080882,0.1367,Ackermans & van Haaren,Belgium,"Thomson Reuters Eikon, 'Share ownership: Socfinasia SA -  31 December 2016', viewed in January 2021.",Thomson Reuters,Socfinasia,Socfinasia,NA,NA,NA,n/a,n/a,0.007600737799563904,NA,4
Socfin,Socfinasia SA,Luxembourg,NA,Socfinasia SA,Luxembourg,2016,2016-12-31,NA,NA,NA,NA,NA,NA,Shareholding,Shareholding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Delen Capfi Private Bank,Belgium,NA,NA,0.2774125,0.0623,Ackermans & van Haaren,Belgium,"Thomson Reuters Eikon, 'Share ownership: Socfinasia SA -  31 December 2016', viewed in January 2021.",Thomson Reuters,Socfinasia,Socfinasia,NA,NA,NA,n/a,n/a,0.0034674898720638246,NA,4
Socfin,Socfinasia SA,Luxembourg,NA,Socfinasia SA,Luxembourg,2016,2016-12-31,NA,NA,NA,NA,NA,NA,Shareholding,Shareholding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FIDE Capital,Belgium,NA,NA,0.1664475,0.0374,FIDE Capital,Belgium,"Thomson Reuters Eikon, 'Share ownership: Socfinasia SA -  31 December 2016', viewed in January 2021.",Thomson Reuters,Socfinasia,Socfinasia,NA,NA,NA,n/a,n/a,0.002080493923238295,NA,4
Socfin,Socfinaf SA,Luxembourg,NA,Socfinaf SA,Luxembourg,2016,2016-09-30,NA,NA,NA,NA,NA,NA,Shareholding,Shareholding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Value Square N.V.,Belgium,NA,NA,7.319222150000001,2.7719,Value Square,Belgium,"Thomson Reuters Eikon, 'Share ownership: Socfinaf SA -  30 September 2016', viewed in January 2021.",Thomson Reuters,Socfin,Socfin,NA,NA,NA,n/a,n/a,NA,NA,3
Socfin,Socfinaf SA,Luxembourg,NA,Socfinaf SA,Luxembourg,2016,2016-09-30,NA,NA,NA,NA,NA,NA,Shareholding,Shareholding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Capfi Delen Asset Management,Belgium,NA,NA,1.95217118,0.7393,Ackermans & van Haaren,Belgium,"Thomson Reuters Eikon, 'Share ownership: Socfinaf SA -  30 September 2016', viewed in January 2021.",Thomson Reuters,Socfin,Socfin,NA,NA,NA,n/a,n/a,NA,NA,3
Socfin,Socfinaf SA,Luxembourg,NA,Socfinaf SA,Luxembourg,2016,2016-09-30,NA,NA,NA,NA,NA,NA,Shareholding,Shareholding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Banque Degroof Petercam N.V.,Belgium,NA,NA,1.53505727,0.5814,Banque Degroof Petercam,Belgium,"Thomson Reuters Eikon, 'Share ownership: Socfinaf SA -  30 September 2016', viewed in January 2021.",Thomson Reuters,Socfin,Socfin,NA,NA,NA,n/a,n/a,NA,NA,3
Socfin,Socfinaf SA,Luxembourg,NA,Socfinaf SA,Luxembourg,2016,2016-09-30,NA,NA,NA,NA,NA,NA,Shareholding,Shareholding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Delen Capfi Private Bank,Belgium,NA,NA,0.38451857,0.1456,Ackermans & van Haaren,Belgium,"Thomson Reuters Eikon, 'Share ownership: Socfinaf SA -  30 September 2016', viewed in January 2021.",Thomson Reuters,Socfin,Socfin,NA,NA,NA,n/a,n/a,NA,NA,3
Socfin,Socfinaf SA,Luxembourg,NA,Socfinaf SA,Luxembourg,2016,2016-09-30,NA,NA,NA,NA,NA,NA,Shareholding,Shareholding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bank Dierickx Leys N.V.,Belgium,NA,NA,0.19225928,0.0728,Dierickx Leys & Cie,Belgium,"Thomson Reuters Eikon, 'Share ownership: Socfinaf SA -  30 September 2016', viewed in January 2021.",Thomson Reuters,Socfin,Socfin,NA,NA,NA,n/a,n/a,NA,NA,3
Socfin,Socfinaf SA,Luxembourg,NA,Socfinaf SA,Luxembourg,2016,2016-09-30,NA,NA,NA,NA,NA,NA,Shareholding,Shareholding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ashmore Equities Investment Management (US) LLC_NLE,United States,NA,NA,0.10543408,0.03,Ashmore Group,United Kingdom,"Thomson Reuters Eikon, 'Share ownership: Socfinaf SA -  30 September 2016', viewed in January 2021.",Thomson Reuters,Socfin,Socfin,NA,NA,NA,n/a,n/a,NA,NA,3
Socfin,Socfinasia SA,Luxembourg,NA,Socfinasia SA,Luxembourg,2016,2016-09-30,NA,NA,NA,NA,NA,NA,Shareholding,Shareholding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Capfi Delen Asset Management,Belgium,NA,NA,0.7597034300000001,0.1837,Ackermans & van Haaren,Belgium,"Thomson Reuters Eikon, 'Share ownership: Socfinasia SA -  30 September 2016', viewed in January 2021.",Thomson Reuters,Socfinasia,Socfinasia,NA,NA,NA,n/a,n/a,0.010219386150946504,NA,3
Socfin,Socfinasia SA,Luxembourg,NA,Socfinasia SA,Luxembourg,2016,2016-09-30,NA,NA,NA,NA,NA,NA,Shareholding,Shareholding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Delen Capfi Private Bank,Belgium,NA,NA,0.25777125,0.0623,Ackermans & van Haaren,Belgium,"Thomson Reuters Eikon, 'Share ownership: Socfinasia SA -  30 September 2016', viewed in January 2021.",Thomson Reuters,Socfinasia,Socfinasia,NA,NA,NA,n/a,n/a,0.0034674898720638246,NA,3
Socfin,Socfinasia SA,Luxembourg,NA,Socfinasia SA,Luxembourg,2016,2016-09-30,NA,NA,NA,NA,NA,NA,Shareholding,Shareholding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FIDE Capital,Belgium,NA,NA,0.15466275,0.0374,FIDE Capital,Belgium,"Thomson Reuters Eikon, 'Share ownership: Socfinasia SA -  30 September 2016', viewed in January 2021.",Thomson Reuters,Socfinasia,Socfinasia,NA,NA,NA,n/a,n/a,0.002080493923238295,NA,3
Socfin,Socfinaf SA,Luxembourg,NA,Socfinaf SA,Luxembourg,2016,2016-06-30,NA,NA,NA,NA,NA,NA,Shareholding,Shareholding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Value Square N.V.,Belgium,NA,NA,6.7096312199999995,2.6503,Value Square,Belgium,"Thomson Reuters Eikon, 'Share ownership: Socfinaf SA -  30 June 2016', viewed in January 2021.",Thomson Reuters,Socfin,Socfin,NA,NA,NA,n/a,n/a,NA,NA,2
Socfin,Socfinaf SA,Luxembourg,NA,Socfinaf SA,Luxembourg,2016,2016-06-30,NA,NA,NA,NA,NA,NA,Shareholding,Shareholding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Capfi Delen Asset Management,Belgium,NA,NA,1.73163117,0.684,Ackermans & van Haaren,Belgium,"Thomson Reuters Eikon, 'Share ownership: Socfinaf SA -  30 June 2016', viewed in January 2021.",Thomson Reuters,Socfin,Socfin,NA,NA,NA,n/a,n/a,NA,NA,2
Socfin,Socfinaf SA,Luxembourg,NA,Socfinaf SA,Luxembourg,2016,2016-06-30,NA,NA,NA,NA,NA,NA,Shareholding,Shareholding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Banque Degroof Petercam N.V.,Belgium,NA,NA,1.47180142,0.5814,Banque Degroof Petercam,Belgium,"Thomson Reuters Eikon, 'Share ownership: Socfinaf SA -  30 June 2016', viewed in January 2021.",Thomson Reuters,Socfin,Socfin,NA,NA,NA,n/a,n/a,NA,NA,2
Socfin,Socfinaf SA,Luxembourg,NA,Socfinaf SA,Luxembourg,2016,2016-06-30,NA,NA,NA,NA,NA,NA,Shareholding,Shareholding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Delen Capfi Private Bank,Belgium,NA,NA,0.36867352000000003,0.1456,Ackermans & van Haaren,Belgium,"Thomson Reuters Eikon, 'Share ownership: Socfinaf SA -  30 June 2016', viewed in January 2021.",Thomson Reuters,Socfin,Socfin,NA,NA,NA,n/a,n/a,NA,NA,2
Socfin,Socfinaf SA,Luxembourg,NA,Socfinaf SA,Luxembourg,2016,2016-06-30,NA,NA,NA,NA,NA,NA,Shareholding,Shareholding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bank Dierickx Leys N.V.,Belgium,NA,NA,0.18433676000000002,0.0728,Dierickx Leys & Cie,Belgium,"Thomson Reuters Eikon, 'Share ownership: Socfinaf SA -  30 June 2016', viewed in January 2021.",Thomson Reuters,Socfin,Socfin,NA,NA,NA,n/a,n/a,NA,NA,2
Socfin,Socfinaf SA,Luxembourg,NA,Socfinaf SA,Luxembourg,2016,2016-06-30,NA,NA,NA,NA,NA,NA,Shareholding,Shareholding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ashmore Equities Investment Management (US) LLC_NLE,United States,NA,NA,0.10543408,0.03,Ashmore Group,United Kingdom,"Thomson Reuters Eikon, 'Share ownership: Socfinaf SA -  30 June 2016', viewed in January 2021.",Thomson Reuters,Socfin,Socfin,NA,NA,NA,n/a,n/a,NA,NA,2
Socfin,Socfinasia SA,Luxembourg,NA,Socfinasia SA,Luxembourg,2016,2016-06-30,NA,NA,NA,NA,NA,NA,Shareholding,Shareholding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Capfi Delen Asset Management,Belgium,NA,NA,0.84628342,0.2007,Ackermans & van Haaren,Belgium,"Thomson Reuters Eikon, 'Share ownership: Socfinasia SA -  30 June 2016', viewed in January 2021.",Thomson Reuters,Socfinasia,Socfinasia,NA,NA,NA,n/a,n/a,0.011162543396147865,NA,2
Socfin,Socfinasia SA,Luxembourg,NA,Socfinasia SA,Luxembourg,2016,2016-06-30,NA,NA,NA,NA,NA,NA,Shareholding,Shareholding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Delen Capfi Private Bank,Belgium,NA,NA,0.26288625,0.0623,Ackermans & van Haaren,Belgium,"Thomson Reuters Eikon, 'Share ownership: Socfinasia SA -  30 June 2016', viewed in January 2021.",Thomson Reuters,Socfinasia,Socfinasia,NA,NA,NA,n/a,n/a,0.0034674898720638246,NA,2
Socfin,Socfinasia SA,Luxembourg,NA,Socfinasia SA,Luxembourg,2016,2016-06-30,NA,NA,NA,NA,NA,NA,Shareholding,Shareholding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FIDE Capital,Belgium,NA,NA,0.15773175,0.0374,FIDE Capital,Belgium,"Thomson Reuters Eikon, 'Share ownership: Socfinasia SA -  30 June 2016', viewed in January 2021.",Thomson Reuters,Socfinasia,Socfinasia,NA,NA,NA,n/a,n/a,0.002080493923238295,NA,2
Socfin,Socfinaf SA,Luxembourg,NA,Socfinaf SA,Luxembourg,2016,2016-03-31,NA,NA,NA,NA,NA,NA,Shareholding,Shareholding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Value Square N.V.,Belgium,NA,NA,8.23066908,2.6568,Value Square,Belgium,"Thomson Reuters Eikon, 'Share ownership: Socfinaf SA -  31 March 2016', viewed in January 2021.",Thomson Reuters,Socfin,Socfin,NA,NA,NA,n/a,n/a,0.020926357979886342,NA,1
Socfin,Socfinaf SA,Luxembourg,NA,Socfinaf SA,Luxembourg,2016,2016-03-31,NA,NA,NA,NA,NA,NA,Shareholding,Shareholding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Delen Capfi Private Bank,Belgium,NA,NA,2.51769277,0.8127,Ackermans & van Haaren,Belgium,"Thomson Reuters Eikon, 'Share ownership: Socfinaf SA -  31 March 2016', viewed in January 2021.",Thomson Reuters,Socfin,Socfin,NA,NA,NA,n/a,n/a,0.006401197726749829,NA,1
Socfin,Socfinaf SA,Luxembourg,NA,Socfinaf SA,Luxembourg,2016,2016-03-31,NA,NA,NA,NA,NA,NA,Shareholding,Shareholding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Capfi Delen Asset Management,Belgium,NA,NA,2.06655554,0.6671,Ackermans & van Haaren,Belgium,"Thomson Reuters Eikon, 'Share ownership: Socfinaf SA -  31 March 2016', viewed in January 2021.",Thomson Reuters,Socfin,Socfin,NA,NA,NA,n/a,n/a,0.005254187796388041,NA,1
Socfin,Socfinaf SA,Luxembourg,NA,Socfinaf SA,Luxembourg,2016,2016-03-31,NA,NA,NA,NA,NA,NA,Shareholding,Shareholding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Banque Degroof Petercam N.V.,Belgium,NA,NA,1.8357120900000001,0.5926,Banque Degroof Petercam,Belgium,"Thomson Reuters Eikon, 'Share ownership: Socfinaf SA -  31 March 2016', viewed in January 2021.",Thomson Reuters,Socfin,Socfin,NA,NA,NA,n/a,n/a,0.004667271638175223,NA,1
